Probe,chromosome,chrStart,Gene,normOrder,ID,genomeOrderNew,Search_Key,Transcript,Source_Reference_ID,RefSeq_ID,gcProbeStart,Entrez_Gene_ID
ILMN_2715474,16,50509349,CCDC54,500,21169,21169,ILMN_219942,ILMN_219942,NM_027046.2,NM_027046.2,2179503675,69339
ILMN_2715546,11,54723709,GPX3,11720,15494,15494,ILMN_219947,ILMN_219947,NM_008161.2,NM_008161.2,1590465557,14778
ILMN_2715558,7,130422896,ARHGAP17,4582,11051,11051,ILMN_212369,ILMN_212369,NM_144529.1,NM_144529.1,1127012085,70497
ILMN_2715585,1,60444082,CYP20A1,8195,360,360,ILMN_214916,ILMN_257950,NM_030013.2,NM_030013.2,60444082,77951
ILMN_2715601,8,24260696,ANK1,4284,11626,11626,ILMN_208704,ILMN_208704,NM_031158.1,NM_031158.1,1173391438,11733
ILMN_2715619,2,163990151,KCNS1,13343,3365,3365,ILMN_219951,ILMN_219951,NM_008435.2,NM_008435.2,361255583,16538
ILMN_2715629,20,71648493,FUNDC2,10795,24575,24575,ILMN_210226,ILMN_210226,NM_026126.2,NM_026126.2,2546714081,67391
ILMN_2715636,14,60266639,ATP8A2,4956,19309,19309,ILMN_213299,ILMN_213299,NM_015803.2,NM_015803.2,1960361127,50769
ILMN_2715661,8,3459082,PEX11C,18409,11431,11431,ILMN_188580,ILMN_225408,NM_026951.2,NM_026951.2,1152589824,69129
ILMN_2715664,15,100058428,ATF1,4835,20508,20508,ILMN_219953,ILMN_219953,scl0011908.1_11,NM_007497.2,2125452780,
ILMN_2715673,7,128207758,IGSF6,12778,11026,11026,ILMN_219954,ILMN_219954,NM_030691.1,NM_030691.1,1124796947,80719
ILMN_2715690,9,19831777,OLFR866,17670,12745,12745,ILMN_219955,ILMN_219955,NM_146558.1,NM_146558.1,1301294198,258551
ILMN_2715704,10,78309822,OLFR1356,16945,14352,14352,ILMN_219956,ILMN_219956,scl37764.1.11_11,,1483888415,
ILMN_2715744,7,133908820,MAPK3,14713,11096,11096,ILMN_215611,ILMN_215611,scl0026417.1_62,NM_011952.1,1130498009,
ILMN_2715749,5,3840877,KRIT1,6715,6458,6458,ILMN_212848,ILMN_212848,NM_030675.2,NM_030675.2,698228770,79264
ILMN_2715784,9,99383538,ARMC8,4667,13530,13530,ILMN_209228,ILMN_209228,NM_028768.2,NM_028768.2,1380845959,74125
ILMN_2715800,8,73142199,LRRC25,14391,11923,11923,ILMN_219961,ILMN_219961,NM_153074.3,NM_153074.3,1222272941,211228
ILMN_2715802,17,27699818,HMGA1,12301,21779,21779,ILMN_219962,ILMN_219962,NM_016660.2,NM_016660.2,2255163294,15361
ILMN_2715840,4,136446132,C1QC,6182,6121,6121,ILMN_219967,ILMN_219967,NM_007574.2,NM_007574.2,675175905,12262
ILMN_2715848,20,61522861,SLITRK4,21896,24475,24475,ILMN_219968,ILMN_219968,NM_178740.4,NM_178740.4,2536588449,245446
ILMN_2715857,2,148581025,CSTL1,8015,3090,3090,ILMN_219969,ILMN_219969,NM_177655.3,NM_177655.3,345846457,228756
ILMN_2715867,2,84833913,PRG3,19247,2227,2227,ILMN_219970,ILMN_219970,NM_016914.2,NM_016914.2,282099345,53856
ILMN_2715876,13,69637058,POLS,18975,18477,18477,ILMN_219971,ILMN_219971,NM_198600.1,NM_198600.1,1848787292,210106
ILMN_2715893,15,58012249,FBXO32,10378,19883,19883,ILMN_219973,ILMN_219973,NM_026346.1,NM_026346.1,2083406601,67731
ILMN_2715903,15,5183934,PTGER4,19557,19656,19656,ILMN_219974,ILMN_219974,NM_008965.1,NM_008965.1,2030578286,19219
ILMN_2716006,2,86068299,OLFR1047,16679,2277,2277,ILMN_219980,ILMN_219980,NM_147012.1,NM_147012.1,283333731,259014
ILMN_2716014,2,20157224,LOC667609,15451,1555,1555,ILMN_192620,ILMN_311466,XR_032582.1,XR_032582.1,217422656,667609
ILMN_2716039,10,79461206,ABCA7,3410,14399,14399,ILMN_219788,ILMN_219788,NM_013850.1,NM_013850.1,1485039799,27403
ILMN_2716085,17,46862419,PEX6,18425,22283,22283,ILMN_209328,ILMN_209328,NM_145488.1,NM_145488.1,2274325895,224824
ILMN_2716098,5,150419451,HSP105,12539,7947,7947,ILMN_219987,ILMN_219987,scl25735.19_37,NM_013559.1,844807344,
ILMN_2716146,12,103801193,CHGA,7196,17623,17623,ILMN_219990,ILMN_219990,NM_007693.1,NM_007693.1,1761556897,12652
ILMN_2716185,7,31742820,LSR,13917,9900,9900,ILMN_218740,ILMN_218740,NM_017405.1,NM_017405.1,1028332009,54135
ILMN_2716195,13,23635156,HIST1H2BH,12248,18006,18006,ILMN_219993,ILMN_219993,NM_178197.1,NM_178197.1,1802785390,319182
ILMN_2716212,8,8617838,EFNB2,9650,11475,11475,ILMN_219995,ILMN_219995,NM_010111.4,NM_010111.4,1157748580,13642
ILMN_2716247,2,130439655,FASTKD5,6335,2949,2949,ILMN_219999,ILMN_219999,NM_198176.1,NM_198176.1,327705087,380601
ILMN_2716254,1,95922042,NEU4,16012,708,708,ILMN_210458,ILMN_210458,NM_173772.3,NM_173772.3,95922042,241159
ILMN_2716336,14,55723438,AP1G2,4405,19208,19208,ILMN_220004,ILMN_220004,NM_007455.2,NM_007455.2,1955817926,11766
ILMN_2716346,18,21969625,4921528I01RIK,2007,22732,22732,ILMN_220006,ILMN_220006,NM_027616.2,NM_027616.2,2344810752,70950
ILMN_2716358,6,118333700,BMS1,5974,8858,8858,ILMN_220007,ILMN_220007,NM_194339.1,NM_194339.1,965355852,213895
ILMN_2716389,8,108776825,SMPD3,21978,12355,12355,ILMN_220010,ILMN_220010,NM_021491.3,NM_021491.3,1257907567,58994
ILMN_2716426,3,89228141,SHC1,21340,4122,4122,ILMN_212742,ILMN_212742,NM_011368.4,NM_011368.4,468353131,20416
ILMN_2716464,2,70529747,GORASP2,11508,2099,2099,ILMN_210814,ILMN_210814,NM_027352.3,NM_027352.3,267795179,70231
ILMN_2716497,7,38883417,CCNE1,6734,9957,9957,ILMN_186338,ILMN_234231,NM_007633.2,NM_007633.2,1035472606,12447
ILMN_2716511,2,112202848,SLC12A6,21479,2682,2682,ILMN_214309,ILMN_239508,NM_133648.1,NM_133648.1,309468280,107723
ILMN_2716527,11,49687780,MAPK9,14728,15381,15381,ILMN_208947,ILMN_208947,NM_207692.1,NM_207692.1,1585429628,26420
ILMN_2716543,11,84333079,LHX1,13855,16192,16192,ILMN_193570,ILMN_193570,scl39807.6_296,,1620074927,
ILMN_2716558,17,3308658,LOC669251,6281,21448,21448,ILMN_215219,ILMN_235418,XR_002451.1,XR_002451.1,2230772134,669251
ILMN_2716567,14,67604191,BNIP3L,5987,19394,19394,ILMN_220021,ILMN_220021,NM_009761.2,NM_009761.2,1967698679,12177
ILMN_2716580,6,42877882,OLFR446,17302,8229,8229,ILMN_220022,ILMN_220022,NM_146295.1,NM_146295.1,889900034,258292
ILMN_2716584,12,29343879,RNASEH1,20373,17149,17149,ILMN_220023,ILMN_220023,NM_011275.1,NM_011275.1,1687099583,19819
ILMN_2716585,12,29343881,RNASEH1,20374,17150,17150,ILMN_220023,ILMN_220023,NM_011275.1,NM_011275.1,1687099585,19819
ILMN_2716602,11,78779268,LGALS9,13835,16085,16085,ILMN_220025,ILMN_220025,NM_010708.1,NM_010708.1,1614521116,16859
ILMN_2716622,15,88973016,MAPK11,14699,20347,20347,ILMN_211337,ILMN_211337,NM_011161.4,NM_011161.4,2114367368,19094
ILMN_2716783,17,15198084,9030025P20RIK,1238,21524,21524,ILMN_220034,ILMN_253912,NM_001039552.1,NM_001039552.1,2242661560,381062
ILMN_2716838,11,53075250,HSPA4,12547,15452,15452,ILMN_219097,ILMN_219097,NM_008300.3,NM_008300.3,1588817098,15525
ILMN_2716876,19,5851151,FRMD8,316,23407,23407,ILMN_194952,ILMN_240426,NM_026169.4,NM_026169.4,2419529309,67457
ILMN_2716897,13,27524846,PRL8A6,19314,18078,18078,ILMN_220042,ILMN_220042,NM_011167.2,NM_011167.2,1806675080,19112
ILMN_2716935,20,9014034,CYBB,8167,24225,24225,ILMN_190071,ILMN_249862,NM_007807.3,NM_007807.3,2484079622,13058
ILMN_2716943,2,111485466,OLFR1298,16888,2657,2657,ILMN_220044,ILMN_250089,NM_146886.1,NM_146886.1,308750898,258888
ILMN_2716959,15,34365623,MATN2,14787,19768,19768,ILMN_220046,ILMN_220046,NM_016762.2,NM_016762.2,2059759975,17181
ILMN_2716968,14,61399620,C1QTNF9,2875,19317,19317,ILMN_220047,ILMN_220047,NM_183175.3,NM_183175.3,1961494108,239126
ILMN_2716989,6,41473908,PRSS2,19413,8190,8190,ILMN_220049,ILMN_220049,NM_009430.1,NM_009430.1,888496060,22072
ILMN_2716995,10,93046861,CCDC38,2362,14620,14620,ILMN_220050,ILMN_220050,NM_175488.5,NM_175488.5,1498625454,237465
ILMN_2717011,15,83374950,BIK,5903,20281,20281,ILMN_220051,ILMN_220051,NM_007546.2,NM_007546.2,2108769302,12124
ILMN_2717015,8,97335675,CCL17,6691,12224,12224,ILMN_220052,ILMN_220052,NM_011332.2,NM_011332.2,1246466417,20295
ILMN_2717025,3,67860406,EG208426,8458,3923,3923,ILMN_220054,ILMN_220054,NM_177585.3,NM_177585.3,446985396,208426
ILMN_2717037,6,55441246,ADCYAP1R1,3774,8362,8362,ILMN_188920,ILMN_188920,scl1664.1.1_301,,902463398,
ILMN_2717038,6,55441248,ADCYAP1R1,3772,8363,8363,ILMN_188920,ILMN_248450,NM_007407.3,NM_007407.3,902463400,11517
ILMN_2717045,20,151763010,PRDX4,19222,24992,24992,ILMN_220055,ILMN_220055,NM_016764.3,NM_016764.3,2626828598,53381
ILMN_2717079,6,52192135,HOXA11,12392,8333,8333,ILMN_220058,ILMN_220058,NM_010450.2,NM_010450.2,899214287,15396
ILMN_2717089,11,58268643,OLFR30,17188,15536,15536,ILMN_220060,ILMN_220060,NM_146878.1,NM_146878.1,1594010491,18329
ILMN_2717108,19,13102090,OLFR1453,17030,23652,23652,ILMN_220062,ILMN_220062,NM_146700.1,NM_146700.1,2426780248,258695
ILMN_2717127,4,40152892,DDX58,8805,5051,5051,ILMN_195752,ILMN_248532,NM_172689.3,NM_172689.3,578882665,230073
ILMN_2717136,19,13693972,OLFR1487,17053,23671,23671,ILMN_199414,ILMN_199414,NM_146636.1,NM_146636.1,2427372130,258629
ILMN_2717146,1,158258038,NPHS2,16275,1054,1054,ILMN_213272,ILMN_213272,NM_130456.3,NM_130456.3,158258038,170484
ILMN_2717172,14,32893767,DPH3,1382,18950,18950,ILMN_219129,ILMN_246386,NM_001047433.1,NM_001047433.1,1932988255,105638
ILMN_2717176,1,154364794,RGL1,20219,1011,1011,ILMN_210272,ILMN_210272,NM_016846.3,NM_016846.3,154364794,19731
ILMN_2717190,13,21475075,4921504I05RIK,1962,17932,17932,ILMN_220066,ILMN_220066,NM_025719.1,NM_025719.1,1800625309,66707
ILMN_2717199,11,78059517,SDF2,20950,16055,16055,ILMN_220067,ILMN_220067,NM_009143.2,NM_009143.2,1613801365,20316
ILMN_2717209,11,32167441,MARE,14752,15252,15252,ILMN_193715,ILMN_248390,NM_181569.2,NM_181569.2,1567909289,17168
ILMN_2717228,5,142961081,D930005D10RIK,8603,7827,7827,ILMN_220069,ILMN_220069,NM_178702.3,NM_178702.3,837348974,231858
ILMN_2717234,13,14731232,AW209491,5079,17889,17889,ILMN_220070,ILMN_220070,NM_134067.3,NM_134067.3,1793881466,105351
ILMN_2717242,20,141884999,AMOT,4245,24928,24928,ILMN_220071,ILMN_220071,NM_153319.2,NM_153319.2,2616950587,27494
ILMN_2717314,,,SLAC2B,21450,25224,25132,ILMN_185006,ILMN_185006,scl36950.1.1_88,,0,
ILMN_2717340,4,32688035,GJA10,11189,5005,5005,ILMN_220077,ILMN_220077,NM_010289.2,NM_010289.2,571417808,14610
ILMN_2717345,,991,AF067061,3849,25111,25111,ILMN_220078,ILMN_220078,NM_199060.1,NM_199060.1,0,236546
ILMN_2717352,17,35611414,H2-Q10,11996,22055,22055,ILMN_220079,ILMN_220079,NM_010391.4,NM_010391.4,2263074890,15007
ILMN_2717366,5,115387574,OASL1,16564,7329,7329,ILMN_220080,ILMN_220080,NM_145209.3,NM_145209.3,809775467,231655
ILMN_2717374,10,7368887,PCMT1,18226,13879,13879,ILMN_188452,ILMN_258426,NM_008786.1,NM_008786.1,1412947480,18537
ILMN_2717387,1,84896761,FBXO36,10386,561,561,ILMN_220082,ILMN_220082,NM_025386.2,NM_025386.2,84896761,66153
ILMN_2717406,7,18934433,PSG18,19454,9529,9529,ILMN_201516,ILMN_201516,NM_011963.1,NM_011963.1,1015523622,26438
ILMN_2717439,2,18763906,PIP4K2A,18632,1549,1549,ILMN_220086,ILMN_220086,NM_008845.4,NM_008845.4,216029338,18718
ILMN_2717447,3,36079033,GPR103,11571,3763,3763,ILMN_220087,ILMN_220087,NM_198192.2,NM_198192.2,415204023,229214
ILMN_2717460,8,86090685,NDUFB7,15940,12058,12058,ILMN_220088,ILMN_220088,NM_025843.3,NM_025843.3,1235221427,66916
ILMN_2717470,1,59219869,ALS2,4211,345,345,ILMN_211844,ILMN_211844,NM_028717.3,NM_028717.3,59219869,74018
ILMN_2717496,16,85862770,LOC100048332,3741,21297,21297,ILMN_193758,ILMN_317679,XM_001480027.1,XM_001480027.1,2214857096,100048332
ILMN_2717539,16,14299710,0610037P05RIK,72,20759,20759,ILMN_211262,ILMN_227024,NM_025345.2,NM_025345.2,2143294036,66086
ILMN_2717569,8,47068982,UFSP2,841,11784,11784,ILMN_217393,ILMN_217393,NM_138668.1,NM_138668.1,1196199724,192169
ILMN_2717580,5,66368348,CHRNA9,7259,6889,6889,ILMN_220096,ILMN_220096,scl27759.9.1_172,XM_132045.2,760756241,
ILMN_2717613,10,128135526,CDK2,7003,14909,14909,ILMN_211375,ILMN_211375,scl37352.6_41,NM_016756.1,1533714119,
ILMN_2717621,7,125247949,RPS15A,20606,10955,10955,ILMN_220098,ILMN_220098,NM_170669.2,NM_170669.2,1121837138,267019
ILMN_2717630,4,133112388,NR0B2,16316,6034,6034,ILMN_220099,ILMN_220099,NM_011850.2,NM_011850.2,671842161,23957
ILMN_2717642,6,29269377,BC048651,5670,8077,8077,ILMN_220102,ILMN_255967,NM_207258.2,NM_207258.2,876291529,330277
ILMN_2717667,15,88695926,PIM3,18620,20334,20334,ILMN_220103,ILMN_220103,scl47630.6_103,NM_145478.1,2114090278,
ILMN_2717678,16,33819916,MUC13,14497,21013,21013,ILMN_217318,ILMN_217318,NM_010739.1,NM_010739.1,2162814242,17063
ILMN_2717690,1,58518298,NIF3L1,16105,322,322,ILMN_220105,ILMN_220105,NM_022988.2,NM_022988.2,58518298,65102
ILMN_2717696,1,181676273,AHCTF1,9926,1332,1332,ILMN_184300,ILMN_226883,NM_026375.1,NM_026375.1,181676273,226747
ILMN_2717727,7,63486997,HERC2,12156,10237,10237,ILMN_220107,ILMN_220107,NM_010418.2,NM_010418.2,1060076186,15204
ILMN_2717744,15,78723003,GGA1,11137,20130,20130,ILMN_214288,ILMN_214288,NM_145929.1,NM_145929.1,2104117355,106039
ILMN_2717749,2,79705262,PDE1A,18289,2193,2193,ILMN_220111,ILMN_220111,NM_016744.3,NM_016744.3,276970694,18573
ILMN_2717765,14,102729265,EDNRB,9603,19569,19569,ILMN_208799,ILMN_208799,NM_007904.2,NM_007904.2,2002823753,13618
ILMN_2717767,7,111216703,OLFR644,17490,10706,10706,ILMN_220113,ILMN_220113,NM_147121.1,NM_147121.1,1107805892,259125
ILMN_2717777,10,79198959,POLRMT,18974,14376,14376,ILMN_220114,ILMN_220114,NM_172551.2,NM_172551.2,1484777552,216151
ILMN_2717788,7,127948799,VWA3A,9410,11020,11020,ILMN_220115,ILMN_220115,NM_177697.3,NM_177697.3,1124537988,233813
ILMN_2717814,7,53688528,KCNC1,6202,10184,10184,ILMN_220117,ILMN_209104,NM_008421.2,NM_008421.2,1050277717,16502
ILMN_2717822,10,117726886,ILTIFB,12924,14758,14758,ILMN_209077,ILMN_209077,NM_054079.1,NM_054079.1,1523305479,116849
ILMN_2717844,20,97808909,ARR3,4699,24678,24678,ILMN_220119,ILMN_220119,NM_133205.2,NM_133205.2,2572874497,170735
ILMN_2717890,10,127131983,BC030440,5585,14840,14840,ILMN_220123,ILMN_220123,NM_173732.2,NM_173732.2,1532710576,210035
ILMN_2717897,8,67524229,TRIM60,20447,11854,11854,ILMN_220124,ILMN_220124,NM_153097.1,NM_153097.1,1216654971,234329
ILMN_2717913,1,151953196,PTGS2,19569,985,985,ILMN_220125,ILMN_220125,NM_011198.3,NM_011198.3,151953196,19225
ILMN_2717916,17,46265644,MRPS18A,15425,22247,22247,ILMN_220126,ILMN_220126,NM_026768.3,NM_026768.3,2273729120,68565
ILMN_2717936,17,56077810,BC031441,5595,22372,22372,ILMN_220128,ILMN_220128,NM_146249.4,NM_146249.4,2283541286,240120
ILMN_2717965,5,149143745,SLC7A1,21820,7938,7938,ILMN_220131,ILMN_220131,NM_007513.3,NM_007513.3,843531638,11987
ILMN_2717970,8,42439987,ASAH1,4738,11757,11757,ILMN_211541,ILMN_211541,NM_019734.1,NM_019734.1,1191570729,11886
ILMN_2717975,11,52066211,TCF7,23045,15447,15447,ILMN_215616,ILMN_215616,NM_009331.3,NM_009331.3,1587808059,21414
ILMN_2717996,7,126805874,ACSM1,6107,10986,10986,ILMN_220133,ILMN_220133,NM_054094.4,NM_054094.4,1123395063,117147
ILMN_2718030,3,126625496,ANK2,4288,4658,4658,ILMN_186695,ILMN_236030,NM_001034168.1,NM_001034168.1,505750486,109676
ILMN_2718049,10,129128267,OLFR803,17624,14960,14960,ILMN_220136,ILMN_220136,NM_146554.1,NM_146554.1,1534706860,258547
ILMN_2718090,2,30252601,DOLPP1,9188,1770,1770,ILMN_220141,ILMN_220141,NM_020329.3,NM_020329.3,227518033,57170
ILMN_2718132,6,23064856,AASS,3375,8045,8045,ILMN_214085,ILMN_214085,NM_013930.3,NM_013930.3,870087008,30956
ILMN_2718144,3,89143648,ADAM15,3684,4113,4113,ILMN_220142,ILMN_220142,scl21941.24.1_72,NM_009614.1,468268638,
ILMN_2718149,13,94173516,HOMER1,12375,18569,18569,ILMN_211750,ILMN_211750,NM_152134.1,NM_152134.1,1873323750,26556
ILMN_2718157,3,10314027,IMPA1,12932,3659,3659,ILMN_220143,ILMN_220143,NM_018864.4,NM_018864.4,389439017,55980
ILMN_2718189,6,54251485,CHN2,7227,8341,8341,ILMN_220146,ILMN_220146,NM_023543.1,NM_023543.1,901273637,69993
ILMN_2718204,7,51559906,CLEC11A,20859,10063,10063,ILMN_189820,ILMN_235863,NM_009131.2,NM_009131.2,1048149095,20256
ILMN_2718208,8,72976848,KLHL26,6300,11916,11916,ILMN_220147,ILMN_220147,NM_178771.3,NM_178771.3,1222107590,234378
ILMN_2718217,18,67561798,TUBB6,1152,23123,23123,ILMN_220148,ILMN_220148,NM_026473.2,NM_026473.2,2390402925,67951
ILMN_2718251,10,80103349,CSNK1G2,7977,14452,14452,ILMN_212758,ILMN_212758,NM_134002.1,NM_134002.1,1485681942,103236
ILMN_2718266,17,28537188,FKBP5,10571,21799,21799,ILMN_220152,ILMN_220152,NM_010220.2,NM_010220.2,2256000664,14229
ILMN_2718284,3,67407954,MFSD1,315,3922,3922,ILMN_220153,ILMN_220153,NM_025813.3,NM_025813.3,446532944,66868
ILMN_2718293,20,165619824,AMELX,4231,25082,25082,ILMN_220154,ILMN_220154,NM_009666.2,NM_009666.2,2640685412,11704
ILMN_2718312,20,57309219,MCF2,14856,24468,24468,ILMN_220155,ILMN_220155,NM_133197.2,NM_133197.2,2532374807,109904
ILMN_2718314,19,45077677,SEMA4G,21039,23968,23968,ILMN_220156,ILMN_220156,NM_011976.1,NM_011976.1,2458755835,26456
ILMN_2718330,9,107204093,CISH,7307,13607,13607,ILMN_220158,ILMN_220158,NM_009895.3,NM_009895.3,1388666514,12700
ILMN_2718349,5,33107483,9030221M09RIK,2815,6704,6704,ILMN_211066,ILMN_211066,scl0320951.1_277,NM_177298.2,727495376,
ILMN_2718350,5,33107482,9030221M09RIK,2817,6703,6703,ILMN_211066,ILMN_211066,scl0320951.1_277,NM_177298.2,727495375,
ILMN_2718356,5,33107474,PISD,2816,6702,6702,ILMN_211066,ILMN_211066,NM_177298.3,NM_177298.3,727495367,320951
ILMN_2718359,1,167813179,POU2F1,19005,1152,1152,ILMN_220160,ILMN_220160,NM_198934.2,NM_198934.2,167813179,18986
ILMN_2718401,5,35994898,HTRA3,12602,6762,6762,ILMN_217646,ILMN_217646,scl078558.1_26,NM_030127.1,730382791,
ILMN_2718416,7,29757559,EIF3K,327,9810,9810,ILMN_220165,ILMN_220165,NM_028659.2,NM_028659.2,1026346748,73830
ILMN_2718421,12,85416695,ACOT5,5426,17489,17489,ILMN_220166,ILMN_220166,NM_145444.2,NM_145444.2,1743172399,217698
ILMN_2718431,14,31714944,ITIH4,13120,18918,18918,ILMN_212489,ILMN_212489,NM_018746.2,NM_018746.2,1931809432,16427
ILMN_2718442,19,56940395,TDRD1,23119,24094,24094,ILMN_208646,ILMN_245480,NM_001002241.1,NM_001002241.1,2470618553,83561
ILMN_2718453,1,36379605,ARID5A,4626,162,162,ILMN_195280,ILMN_249833,NM_145996.3,NM_145996.3,36379605,214855
ILMN_2718462,11,4040338,RNF215,26,15026,15026,ILMN_220168,ILMN_220168,NM_027859.2,NM_027859.2,1539782186,71673
ILMN_2718499,8,4525219,LASS4,13752,11468,11468,ILMN_220170,ILMN_220170,NM_026058.3,NM_026058.3,1153655961,67260
ILMN_2718509,7,51033767,KLK11,13521,10038,10038,ILMN_220171,ILMN_220171,NM_019974.1,NM_019974.1,1047622956,56538
ILMN_2718550,16,44736677,BC027231,5564,21118,21118,ILMN_218852,ILMN_244646,NM_145972.3,NM_145972.3,2173731003,212547
ILMN_2718552,3,93275805,TCHHL1,23266,4231,4231,ILMN_220173,ILMN_220173,NM_027762.3,NM_027762.3,472400795,71325
ILMN_2718562,12,104138590,COX8C,7752,17633,17633,ILMN_220174,ILMN_255530,NM_001039049.1,NM_001039049.1,1761894294,75483
ILMN_2718589,2,25480429,FCNA,10436,1646,1646,ILMN_220175,ILMN_220175,NM_007995.3,NM_007995.3,222745861,14133
ILMN_2718591,2,85594277,OLFR1010,16647,2247,2247,ILMN_220176,ILMN_220176,NM_207149.2,NM_207149.2,282859709,258255
ILMN_2718600,10,82213055,NFYB,16077,14529,14529,ILMN_188734,ILMN_253745,NM_010914.2,NM_010914.2,1487791648,18045
ILMN_2718612,9,78318546,MTO1,15572,13429,13429,ILMN_220177,ILMN_220177,NM_026658.1,NM_026658.1,1359780967,68291
ILMN_2718638,3,98679113,HAO3,12035,4403,4403,ILMN_220179,ILMN_220179,NM_019545.3,NM_019545.3,477804103,56185
ILMN_2718645,4,136104922,LUZP1,14494,6115,6115,ILMN_209553,ILMN_209553,NM_024452.2,NM_024452.2,674834695,269593
ILMN_2718700,11,109799767,ABCA8B,3415,16755,16755,ILMN_220181,ILMN_220181,NM_013851.1,NM_013851.1,1645541615,27404
ILMN_2718716,15,90764935,KIF21A,13415,20376,20376,ILMN_194423,ILMN_249282,NM_016705.2,NM_016705.2,2116159287,16564
ILMN_2718782,,,DEFCR-RS12,8874,25324,25232,ILMN_196589,ILMN_196589,NM_007846.1,NM_007846.1,0,13221
ILMN_2718791,7,52965832,SPHK2,22261,10153,10153,ILMN_218883,ILMN_218883,NM_020011.4,NM_020011.4,1049555021,56632
ILMN_2718815,4,109636432,FAF1,10282,5607,5607,ILMN_215693,ILMN_215693,NM_007983.2,NM_007983.2,648366205,14084
ILMN_2718837,9,21822542,ELAVL3,9864,12818,12818,ILMN_220187,ILMN_220187,NM_010487.1,NM_010487.1,1303284963,15571
ILMN_2718843,19,12664045,4632417K18RIK,1867,23630,23630,ILMN_220188,ILMN_220188,NM_026640.2,NM_026640.2,2426342203,107373
ILMN_2718854,11,105001093,METTL2,14992,16682,16682,ILMN_220190,ILMN_220190,scl40826.8.1_20,NM_172567.1,1640742941,
ILMN_2718861,17,15081923,1600012H06RIK,451,21518,21518,ILMN_220191,ILMN_317934,NM_001083882.1,NM_001083882.1,2242545399,67912
ILMN_2718929,1,140959972,DENND1B,5645,952,952,ILMN_220195,ILMN_220195,NM_183217.2,NM_183217.2,140959972,329260
ILMN_2718974,9,35083258,RPUSD4,1208,12893,12893,ILMN_220197,ILMN_257373,NM_028040.2,NM_028040.2,1316545679,71989
ILMN_2718990,8,109582923,NIP7,16113,12374,12374,ILMN_220198,ILMN_220198,NM_025391.1,NM_025391.1,1258713665,66164
ILMN_2719001,13,108973985,ERCC8,7332,18680,18680,ILMN_209905,ILMN_209905,NM_028042.3,NM_028042.3,1888124219,71991
ILMN_2719036,1,192771653,VASH2,5140,1413,1413,ILMN_220202,ILMN_220202,NM_144879.1,NM_144879.1,192771653,226841
ILMN_2719069,20,16286921,MAOB,14647,24261,24261,ILMN_211647,ILMN_211647,NM_172778.1,NM_172778.1,2491352509,109731
ILMN_2719097,16,7070068,A2BP1,3120,20691,20691,ILMN_220207,ILMN_220207,scl0001825.1_141,,2136064394,
ILMN_2719111,14,31336068,DCP1A,8710,18908,18908,ILMN_218539,ILMN_218539,NM_133761.3,NM_133761.3,1931430556,75901
ILMN_2719115,16,45140967,SLC35A5,21698,21132,21132,ILMN_209875,ILMN_209875,NM_028756.3,NM_028756.3,2174135293,74102
ILMN_2719131,9,95390674,2610101N10RIK,1446,13495,13495,ILMN_220209,ILMN_220209,NM_026476.1,NM_026476.1,1376853095,67958
ILMN_2719139,9,21333439,AB124611,3384,12799,12799,ILMN_220210,ILMN_220210,NM_206536.1,NM_206536.1,1302795860,382062
ILMN_2719151,10,128449204,OLFR763,17592,14931,14931,ILMN_220211,ILMN_220211,NM_146862.1,NM_146862.1,1534027797,258861
ILMN_2719202,13,23665995,HIST1H2BF,12246,18015,18015,ILMN_220215,ILMN_220215,NM_178195.1,NM_178195.1,1802816229,319180
ILMN_2719246,6,132705610,TAS2R124,22910,9126,9126,ILMN_220219,ILMN_220219,NM_207026.1,NM_207026.1,979727762,387351
ILMN_2719256,11,87613463,MPO,15292,16245,16245,ILMN_209917,ILMN_209917,NM_010824.1,NM_010824.1,1623355311,17523
ILMN_2719266,8,126423250,NUP133,16492,12598,12598,ILMN_214967,ILMN_214967,NM_172288.1,NM_172288.1,1275553992,234865
ILMN_2719296,3,32769131,MFN1,15010,3748,3748,ILMN_220222,ILMN_220222,NM_024200.2,NM_024200.2,411894121,67414
ILMN_2719322,4,125765701,1810007P19RIK,755,5864,5864,ILMN_212707,ILMN_212707,NM_172701.2,NM_172701.2,664495474,230751
ILMN_2719324,10,42741108,5330439J01RIK,2476,14091,14091,ILMN_215551,ILMN_215551,scl0109205.1_44,,1448319701,
ILMN_2719333,3,51324937,SETD7,21188,3821,3821,ILMN_196206,ILMN_251563,NM_080793.5,NM_080793.5,430449927,73251
ILMN_2719346,2,146909612,NKX2-4,16139,3076,3076,ILMN_196186,ILMN_224664,NM_023504.1,NM_023504.1,344175044,228731
ILMN_2719361,3,31105423,SLC7A14,5751,3732,3732,ILMN_217111,ILMN_217111,NM_172861.2,NM_172861.2,410230413,241919
ILMN_2719386,14,22552903,DUSP13,9350,18843,18843,ILMN_220225,ILMN_220225,NM_013849.3,NM_013849.3,1922647391,27389
ILMN_2719417,14,26806285,DUXBL,259,18866,18866,ILMN_211510,ILMN_211510,NM_183389.1,NM_183389.1,1926900773,278672
